Key,Sessions,Page Views,Orders ,Units ,Revenue ,Total Time Spent
Z_PFBW371,2,3,0,0,0.00 ,14 
Z_PFBW372,2,2,0,0,0.00 ,14 
Z_PFBW46,2,2,0,0,0.00 ,13 
Z_PFBW24,2,2,0,0,0.00 ,13 
Z_FBW1150,1,2,0,0,0.00 ,13 
Z_FBW1521,1,2,0,0,0.00 ,12 
Z_PFBW308,2,2,0,0,0.00 ,10 
Z_FBW165,1,2,0,0,0.00 ,9 
Z_FBW2042 - -,1,3,0,0,0.00 ,8 
Z_FBW2042 -,1,2,0,0,0.00 ,6 
Z_FBW1691,1,1,0,0,0.00 ,5 
Z_FBM735,1,1,0,0,0.00 ,0 
Z_FBW1386,1,1,0,0,0.00 ,0 
Z_FBW1408,1,1,0,0,0.00 ,0 
Z_FBW1416,2,2,0,0,0.00 ,0 
Z_FBW1560,2,2,0,0,0.00 ,0 
Z_FBW1572,1,1,0,0,0.00 ,0 
Z_FBW1746,8,8,0,0,0.00 ,0 
Z_FBW1747,7,7,0,0,0.00 ,0 
Z_FBW1748,7,7,0,0,0.00 ,0 
Z_FBW1749,7,7,0,0,0.00 ,0 
Z_FBW1751,9,9,0,0,0.00 ,0 
Z_FBW1752,14,14,0,0,0.00 ,0 
Z_FBW1754,13,13,0,0,0.00 ,0 
Z_FBW1755,19,19,0,0,0.00 ,0 
Z_FBW1757,7,7,0,0,0.00 ,0 
Z_FBW1758,4,4,0,0,0.00 ,0 
Z_FBW1759,3,3,0,0,0.00 ,0 
Z_FBW1760,5,5,0,0,0.00 ,0 
Z_FBW1761,10,10,0,0,0.00 ,0 
Z_FBW1762,16,16,0,0,0.00 ,0 
Z_FBW1764,17,17,0,0,0.00 ,0 
Z_FBW1765,23,23,0,0,0.00 ,0 
Z_FBW1766,3,3,0,0,0.00 ,0 
Z_FBW1767,5,5,0,0,0.00 ,0 
Z_FBW1768,3,3,0,0,0.00 ,0 
Z_FBW1770,15,15,0,0,0.00 ,0 
Z_FBW1771,12,12,0,0,0.00 ,0 
Z_FBW1772,4,4,0,0,0.00 ,0 
Z_FBW1774,8,8,0,0,0.00 ,0 
Z_FBW1775,3,3,0,0,0.00 ,0 
Z_FBW1777,7,7,0,0,0.00 ,0 
Z_FBW1779,9,9,0,0,0.00 ,0 
Z_FBW1780,10,10,0,0,0.00 ,0 
Z_FBW1781,12,12,0,0,0.00 ,0 
Z_FBW1782,15,15,0,0,0.00 ,0 
Z_FBW1784,10,10,0,0,0.00 ,0 
Z_FBW1785,15,15,0,0,0.00 ,0 
Z_FBW1789,4,4,0,0,0.00 ,0 
Z_FBW1791,5,5,0,0,0.00 ,0 
Z_FBW1795,11,11,0,0,0.00 ,0 
Z_FBW1798,3,3,0,0,0.00 ,0 
Z_FBW1799,3,3,0,0,0.00 ,0 
Z_FBW1800,7,7,0,0,0.00 ,0 
Z_FBW1801,17,17,0,0,0.00 ,0 
Z_FBW1803,14,14,0,0,0.00 ,0 
Z_FBW1804,12,12,0,0,0.00 ,0 
Z_FBW1805,14,14,0,0,0.00 ,0 
Z_FBW194,1,1,0,0,0.00 ,0 
Z_FBW590,1,1,0,0,0.00 ,0 
Z_FBW923,3,3,0,0,0.00 ,0 
Z_FBW289,1,1,0,0,0.00 ,0 
Z_FBW1415,1,1,0,0,0.00 ,0 
Z_FBW1160,1,1,0,0,0.00 ,0 
Z_FBW1542,2,2,0,0,0.00 ,0 
Z_FBW1429,1,1,0,0,0.00 ,0 
Z_FBM779,1,1,0,0,0.00 ,0 
Z_FBW1882 - -,1,1,0,0,0.00 ,0 
Z_FBW234,1,1,0,0,0.00 ,0 
Z_FBW383,1,1,0,0,0.00 ,0 
Z_FBW1894w,1,1,0,0,0.00 ,0 
Z_FBW1490,1,1,0,0,0.00 ,0 
Z_FBM778,1,1,0,0,0.00 ,0 
Z_FBW54,1,1,0,0,0.00 ,0 
Z_FBW1387,1,1,0,0,0.00 ,0 
Z_FBW177,1,1,0,0,0.00 ,0 
Z_FBW833,1,1,0,0,0.00 ,0 
Z_FBW1456,2,2,0,0,0.00 ,0 
Z_PF,2,2,0,0,0.00 ,0 
Z_FBW447,1,1,0,0,0.00 ,0 
Z_FBM119,1,1,0,0,0.00 ,0 
Z_FBW1370,1,1,0,0,0.00 ,0 
Z_FBW523,1,1,0,0,0.00 ,0 
Z_FBW530,1,1,0,0,0.00 ,0 
Z_FBW1548,1,1,0,0,0.00 ,0 
Z_FBW610,1,1,0,0,0.00 ,0 
Z_PFBW388,1,1,0,0,0.00 ,0 
Z_PFBW379,1,1,0,0,0.00 ,0 
Z_PFBW399,1,1,0,0,0.00 ,0 
Z_PFBW405,1,1,0,0,0.00 ,0 
Z_PFBW382,1,1,0,0,0.00 ,0 
Z_PFBW375,1,1,0,0,0.00 ,0 
Z_PFBW403,1,1,0,0,0.00 ,0 
Z_PFBW376,1,1,0,0,0.00 ,0 
Z_PFBW406,1,1,0,0,0.00 ,0 
Z_PFBW383,1,1,0,0,0.00 ,0 
Z_PFBW407,1,1,0,0,0.00 ,0 
Z_PFBW394,1,1,0,0,0.00 ,0 
Z_PFBW381,1,1,0,0,0.00 ,0 
Z_PFBW400,1,1,0,0,0.00 ,0 
Z_PFBW401,1,1,0,0,0.00 ,0 
Z_PFBW385,1,1,0,0,0.00 ,0 
Z_PFBW387,1,1,0,0,0.00 ,0 
Z_PFBW374,1,1,0,0,0.00 ,0 
Z_PFBW402,1,1,0,0,0.00 ,0 
Z_PFBW390,1,1,0,0,0.00 ,0 
Z_PFBW398,1,1,0,0,0.00 ,0 
Z_PFBW393,1,1,0,0,0.00 ,0 
Z_PFBW392,1,1,0,0,0.00 ,0 
Z_PFBW391,1,1,0,0,0.00 ,0 
Z_PFBW377,1,1,0,0,0.00 ,0 
Z_PFBW386,1,1,0,0,0.00 ,0 
Z_PFBW409,1,1,0,0,0.00 ,0 
Z_PFBW404,1,1,0,0,0.00 ,0 
Z_PFBW384,1,1,0,0,0.00 ,0 
Z_PFBW380,1,1,0,0,0.00 ,0 
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
